time_tracking_id,t0,gr,lag,rsq,foldX,mindist,cross_phase_tracking_id,xy_pos_idx,phase_num
phase_1_xy4_col0,1.0,0.32534894636060346,0.9698393799349431,0.9275946169440353,18.109756097560975,350.4062452252534,phase_1_xy4_col0,4,1
phase_1_xy4_col5,1.0,0.4346587743258535,0.8121768889892084,0.9605394637836274,42.7432432432432,350.4062452252534,phase_1_xy4_col5,4,1
