,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
phase_1_xy4_col0,81.2439024390244,79.38743455497382,79.3,79.14333333333333,79.04892367906066,83.06845238095238,80.8723667905824,83.46913580246914,81.72993154947106,79.07575757575758
phase_1_xy4_col1,142.9795918367347,,,,,,,,,
phase_1_xy4_col17,,,146.6153846153846,,,,,,,
phase_1_xy4_col2,148.0,,,,,,,,,
phase_1_xy4_col3,260.94117647058823,259.4375,260.85,262.0761421319797,260.36683417085425,263.0070921985816,273.21410579345087,276.1073113207547,280.3333333333333,
phase_1_xy4_col4,401.4018691588785,399.7692307692308,398.7920792079208,395.4943181818182,395.0857142857143,393.4460641399417,388.13286713286715,387.2315914489311,391.62341325811,
phase_1_xy4_col5,405.63513513513516,404.019801980198,404.4018691588785,400.63157894736844,402.8341968911917,398.1994219653179,399.3605546995378,398.5557749259625,394.3712600084281,394.96901675624406
phase_1_xy4_col53,,,,,,,,160.41379310344828,,
phase_1_xy4_col6,407.42622950819674,406.0149253731343,408.72,403.6212121212121,405.4871794871795,404.7368421052632,406.12,405.3958333333333,405.5245901639344,
phase_1_xy4_col61,,,,,,,,,137.88888888888889,
phase_1_xy4_col62,,,,,,,,,256.54545454545456,
phase_1_xy4_col66,,,,,,,,,397.75,
phase_1_xy4_col68,,,,,,,,,528.9561403508771,
phase_1_xy4_col7,559.4415584415584,557.8,558.3177570093458,555.2444444444444,554.348717948718,553.6147859922179,553.4418103448276,550.6011644832605,554.0073891625616,
phase_1_xy4_col72,,,,,,,,,,176.0
phase_1_xy4_col73,,,,,,,,,,180.06666666666666
phase_1_xy4_col77,,,,,,,,,,404.0
