time_tracking_id,t0,gr,lag,rsq,foldX,mindist,cross_phase_tracking_id,xy_pos_idx,phase_num
phase_1_xy4_col5,3.0,0.33737151685553496,1.2633694239402313,0.9501079197849733,6.373831775700939,479.19039406243354,phase_1_xy4_col5,4,1
