,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
phase_1_xy4_col0,239.9512195121951,225.4869109947644,225.18867924528303,227.35333333333332,226.05982905982907,232.05069124423963,224.35548686244204,225.49940968122786,,
phase_1_xy4_col1,222.02941176470588,208.65625,208.05,209.31472081218274,211.3467336683417,212.62200956937798,,,,
phase_1_xy4_col17,,,,55.401869158878505,55.06578947368421,56.86206896551724,59.607751937984496,59.91299019607843,59.80086268871315,61.75570776255708
phase_1_xy4_col19,,,,148.95535714285714,153.16949152542372,150.645,,,,
phase_1_xy4_col2,169.0373831775701,154.98290598290598,,,,,,,,
phase_1_xy4_col20,,,,367.2105263157895,365.53367875647666,372.3208092485549,372.693972179289,369.38613861386136,363.4632967032967,364.9569103096074
phase_1_xy4_col21,,,,221.6969696969697,,,,,,
phase_1_xy4_col3,384.8243243243243,370.91089108910893,,,,,,,,
phase_1_xy4_col34,,,,,,221.64912280701753,,,,
phase_1_xy4_col38,,,,,,,211.92419825072886,209.45622688039458,208.75533536585365,208.54581515271718
phase_1_xy4_col39,,,,,,,156.02295918367346,155.96153846153845,154.72036474164133,156.32466509062255
phase_1_xy4_col4,235.86885245901638,222.07462686567163,,,,,,,,
phase_1_xy4_col42,,,,,,,,230.5737704918033,,
phase_1_xy4_col5,314.012987012987,300.21176470588233,299.61682242990656,300.3777777777778,301.62051282051283,302.945,300.6508620689655,299.45588235294116,297.59824046920824,
phase_1_xy4_col54,,,,,,,,,221.0,221.11290322580646
phase_1_xy4_col55,,,,,,,,,288.6820512820513,
phase_1_xy4_col7,,59.201438848920866,,,,,,,,
